year,ceremonyNum,award,won,name,movie
1934 (7th),7,OUTSTANDING PRODUCTION,,The Barretts of Wimpole Street ,Metro-Goldwyn-Mayer [came in 2nd]
1934 (7th),7,OUTSTANDING PRODUCTION,,Cleopatra ,Paramount
1934 (7th),7,OUTSTANDING PRODUCTION,,Flirtation Walk ,First National
1934 (7th),7,OUTSTANDING PRODUCTION,,The Gay Divorcee ,RKO Radio
1934 (7th),7,OUTSTANDING PRODUCTION,,Here Comes the Navy ,Warner Bros.
1934 (7th),7,OUTSTANDING PRODUCTION,,The House of Rothschild ,20th Century [came in 3rd]
1934 (7th),7,OUTSTANDING PRODUCTION,,Imitation of Life ,Universal
1934 (7th),7,OUTSTANDING PRODUCTION,1,It Happened One Night ,Columbia
1934 (7th),7,OUTSTANDING PRODUCTION,,One Night of Love ,Columbia
1934 (7th),7,OUTSTANDING PRODUCTION,,The Thin Man ,Metro-Goldwyn-Mayer
1934 (7th),7,OUTSTANDING PRODUCTION,,Viva Villa! ,Metro-Goldwyn-Mayer
1934 (7th),7,OUTSTANDING PRODUCTION,,The White Parade ,Jesse L. Lasky (production company)
1934 (7th),7,SHORT SUBJECT (Cartoon),,Holiday Land ,"Charles Mintz, Producer [came in 3rd]"
1934 (7th),7,SHORT SUBJECT (Cartoon),,Jolly Little Elves ,"Walter Lantz, Producer [came in 2nd]"
1934 (7th),7,SHORT SUBJECT (Cartoon),1,The Tortoise and the Hare ,"Walt Disney, Producer"
1934 (7th),7,SHORT SUBJECT (Comedy),1,La Cucaracha ,"Kenneth Macgowan, Producer"
1934 (7th),7,SHORT SUBJECT (Comedy),,Men in Black ,"Jules White, Producer [came in 3rd]"
1934 (7th),7,SHORT SUBJECT (Comedy),,"What, No Men! ",Warner Bros. [came in 2nd]
1934 (7th),7,SHORT SUBJECT (Novelty),,Bosom Friends ,Skibo Productions [came in 3rd]
1934 (7th),7,SHORT SUBJECT (Novelty),1,City of Wax ,"Stacy Woodard and Horace Woodard, Producers"
1934 (7th),7,SHORT SUBJECT (Novelty),,Strikes and Spares ,"Pete Smith, Producer [came in 2nd]"
1934 (7th),7,SOUND RECORDING,,The Affairs of Cellini ,"United Artists Studio Sound Department, Thomas T. Moulton, Sound Director"
1934 (7th),7,SOUND RECORDING,,Cleopatra ,"Paramount Studio Sound Department, Franklin B. Hansen, Sound Director"
1934 (7th),7,SOUND RECORDING,,Flirtation Walk ,"Warner Bros.-First National Studio Sound Department, Nathan Levinson, Sound Director [came in 2nd]"
1934 (7th),7,SOUND RECORDING,,The Gay Divorcee ,"RKO Radio Studio Sound Department, Carl Dreher, Sound Director [came in 3rd]"
1934 (7th),7,SOUND RECORDING,,Imitation of Life ,"Universal Studio Sound Department, Theodore Soderberg, Sound Director"
1934 (7th),7,SOUND RECORDING,1,One Night of Love ,"Columbia Studio Sound Department, John Livadary, Sound Director"
1934 (7th),7,SOUND RECORDING,,Viva Villa! ,"Metro-Goldwyn-Mayer Studio Sound Department, Douglas Shearer, Sound Director"
1934 (7th),7,SOUND RECORDING,,The White Parade ,"Fox Studio Sound Department, E. H. Hansen, Sound Director"
1934 (7th),7,WRITING (Adaptation),1,It Happened One Night ,Robert Riskin
1934 (7th),7,WRITING (Adaptation),,The Thin Man ,"Frances Goodrich, Albert Hackett [came in 2nd]"
1934 (7th),7,WRITING (Adaptation),,Viva Villa! ,Ben Hecht [came in 3rd]
1934 (7th),7,WRITING (Original Story),,Hide-Out ,Mauri Grashin [came in 3rd]
1934 (7th),7,WRITING (Original Story),1,Manhattan Melodrama ,Arthur Caesar
1934 (7th),7,WRITING (Original Story),,The Richest Girl in the World ,Norman Krasna [came in 2nd]
1934 (7th),7,SPECIAL AWARD,1,"To Shirley Temple, in grateful recognition of her outstanding contribution to screen entertainment during the year 1934.",
1934 (7th),7,SCIENTIFIC OR TECHNICAL AWARD (Class II),1,"To ELECTRICAL RESEARCH PRODUCTS, INC. for their development of the Vertical Cut Disc Method of recording sound for motion pictures (hill and dale recording). [Sound]",
1934 (7th),7,SCIENTIFIC OR TECHNICAL AWARD (Class III),1,"To COLUMBIA PICTURES CORPORATION for their application of the Vertical Cut Disc Method (hill and dale recording) to actual studio production, with their recording of the sound on the picture One Night of Love. [Sound]",
1934 (7th),7,SCIENTIFIC OR TECHNICAL AWARD (Class III),1,To BELL AND HOWELL COMPANY for their development of the Bell and Howell Fully Automatic Sound and Picture Printer. [Laboratory],
1935 (8th),8,ACTOR,,Clark Gable,Mutiny on the Bounty
1935 (8th),8,ACTOR,,Charles Laughton,Mutiny on the Bounty
1935 (8th),8,ACTOR,1,Victor McLaglen,The Informer
1935 (8th),8,ACTOR,,Paul Muni,Black Fury
1935 (8th),8,ACTOR,,Franchot Tone,Mutiny on the Bounty
1935 (8th),8,ACTRESS,,Elisabeth Bergner,Escape Me Never
1935 (8th),8,ACTRESS,,Claudette Colbert,Private Worlds
1935 (8th),8,ACTRESS,1,Bette Davis,Dangerous
1935 (8th),8,ACTRESS,,Katharine Hepburn,Alice Adams
1935 (8th),8,ACTRESS,,Miriam Hopkins,Becky Sharp
1935 (8th),8,ACTRESS,,Merle Oberon,The Dark Angel
1935 (8th),8,ART DIRECTION,1,The Dark Angel ,Richard Day
1935 (8th),8,ART DIRECTION,,The Lives of a Bengal Lancer ,"Hans Dreier, Roland Anderson [came in 3rd]"
1935 (8th),8,ART DIRECTION,,Top Hat ,"Van Nest Polglase, Carroll Clark [came in 2nd]"
1935 (8th),8,ASSISTANT DIRECTOR,,David Copperfield ,Joseph Newman [came in 3rd]
1935 (8th),8,ASSISTANT DIRECTOR,,Les Miserables ,Eric Stacey
1935 (8th),8,ASSISTANT DIRECTOR,1,The Lives of a Bengal Lancer ,"Clem Beauchamp, Paul Wing"
1935 (8th),8,ASSISTANT DIRECTOR,,A Midsummer Night's Dream ,Sherry Shourds [came in 2nd]
1935 (8th),8,CINEMATOGRAPHY,,Barbary Coast ,Ray June
1935 (8th),8,CINEMATOGRAPHY,,The Crusades ,Victor Milner [came in 3rd]
1935 (8th),8,CINEMATOGRAPHY,,Les Miserables ,Gregg Toland [came in 2nd]
1935 (8th),8,CINEMATOGRAPHY,1,A Midsummer Night's Dream ,Hal Mohr
1935 (8th),8,DANCE DIRECTION,,Busby Berkeley,Lullaby of Broadway and The Words Are In My Heart numbers from Gold Diggers of 1935 [came in 3rd]
1935 (8th),8,DANCE DIRECTION,,Bobby Connolly,Latin from Manhattan number from Go into Your Dance
1935 (8th),8,DANCE DIRECTION,,Bobby Connolly,Latin from Manhattan number from Go into Your Dance; and Playboy from Paree number from Broadway Hostess
1935 (8th),8,DANCE DIRECTION,1,Dave Gould,I've Got a Feeling You're Fooling number from Broadway Melody of 1936; and Straw Hat number from Folies Bergere
1935 (8th),8,DANCE DIRECTION,,Sammy Lee,Lovely Lady and Too Good To Be True numbers from King of Burlesque
1935 (8th),8,DANCE DIRECTION,,Hermes Pan,"Piccolino and Top Hat, White Tie, and Tails numbers from Top Hat [came in 2nd]"
1935 (8th),8,DANCE DIRECTION,,LeRoy Prinz,It's the Animal in Me number from Big Broadcast of 1936; and Viennese Waltz number from All the King's Horses
1935 (8th),8,DANCE DIRECTION,,Benjamin Zemach,Hall of Kings number from She
1935 (8th),8,DIRECTING,,Captain Blood ,Michael Curtiz [came in 2nd]
1935 (8th),8,DIRECTING,1,The Informer ,John Ford
1935 (8th),8,DIRECTING,,The Lives of a Bengal Lancer ,Henry Hathaway [came in 3rd]
1935 (8th),8,DIRECTING,,Mutiny on the Bounty ,Frank Lloyd
1935 (8th),8,FILM EDITING,,David Copperfield ,Robert J. Kern
1935 (8th),8,FILM EDITING,,The Informer ,George Hively [came in 3rd]
1935 (8th),8,FILM EDITING,,Les Miserables ,Barbara McLean
1935 (8th),8,FILM EDITING,,The Lives of a Bengal Lancer ,Ellsworth Hoagland
1935 (8th),8,FILM EDITING,1,A Midsummer Night's Dream ,Ralph Dawson
1935 (8th),8,FILM EDITING,,Mutiny on the Bounty ,Margaret Booth [came in 2nd]
1935 (8th),8,MUSIC (Scoring),,Captain Blood ,"Warner Bros.-First National Studio Music Department, Leo Forbstein, head of department  (Score by Erich Wolfgang Korngold) [came in 3rd]"
1935 (8th),8,MUSIC (Scoring),1,The Informer ,"RKO Radio Studio Music Department, Max Steiner, head of department  (Score by Max Steiner)"
1935 (8th),8,MUSIC (Scoring),,Mutiny on the Bounty ,"Metro-Goldwyn-Mayer Studio Music Department, Nat W. Finston, head of department  (Score by Herbert Stothart) [came in 2nd]"
1935 (8th),8,MUSIC (Scoring),,Peter Ibbetson ,"Paramount Studio Music Department, Irvin Talbot, head of department  (Score by Ernst Toch)"
1935 (8th),8,MUSIC (Song),,"""Cheek To Cheek"" from Top Hat",Music and Lyrics by Irving Berlin [came in 2nd]
1935 (8th),8,MUSIC (Song),,"""Lovely To Look At"" from Roberta",Music by Jerome Kern; Lyrics by Dorothy Fields and Jimmy McHugh [came in 3rd]
1935 (8th),8,MUSIC (Song),1,"""Lullaby Of Broadway"" from Gold Diggers of 1935",Music by Harry Warren; Lyrics by Al Dubin
1935 (8th),8,OUTSTANDING PRODUCTION,,Alice Adams ,RKO Radio
1935 (8th),8,OUTSTANDING PRODUCTION,,Broadway Melody of 1936 ,Metro-Goldwyn-Mayer
1935 (8th),8,OUTSTANDING PRODUCTION,,Captain Blood ,Cosmopolitan [came in 3rd]
1935 (8th),8,OUTSTANDING PRODUCTION,,David Copperfield ,Metro-Goldwyn-Mayer
1935 (8th),8,OUTSTANDING PRODUCTION,,The Informer ,RKO Radio [came in 2nd]
1935 (8th),8,OUTSTANDING PRODUCTION,,Les Miserables ,20th Century
1935 (8th),8,OUTSTANDING PRODUCTION,,The Lives of a Bengal Lancer ,Paramount
1935 (8th),8,OUTSTANDING PRODUCTION,,A Midsummer Night's Dream ,Warner Bros.
1935 (8th),8,OUTSTANDING PRODUCTION,1,Mutiny on the Bounty ,Metro-Goldwyn-Mayer
1935 (8th),8,OUTSTANDING PRODUCTION,,Naughty Marietta ,Metro-Goldwyn-Mayer
1935 (8th),8,OUTSTANDING PRODUCTION,,Ruggles of Red Gap ,Paramount
1935 (8th),8,OUTSTANDING PRODUCTION,,Top Hat ,RKO Radio
1935 (8th),8,SHORT SUBJECT (Cartoon),,The Calico Dragon ,Harman-Ising [came in 3rd]
1935 (8th),8,SHORT SUBJECT (Cartoon),1,Three Orphan Kittens ,"Walt Disney, Producer"
1935 (8th),8,SHORT SUBJECT (Cartoon),,Who Killed Cock Robin? ,"Walt Disney, Producer [came in 2nd]"
1935 (8th),8,SHORT SUBJECT (Comedy),1,How to Sleep ,"Jack Chertok, Producer"
1935 (8th),8,SHORT SUBJECT (Comedy),,"Oh, My Nerves ","Jules White, Producer [came in 2nd]"
1935 (8th),8,SHORT SUBJECT (Comedy),,Tit for Tat ,"Hal Roach, Producer [came in 3rd]"
1935 (8th),8,SHORT SUBJECT (Novelty),,Audioscopiks ,"Pete Smith, Producer [tied for 2nd]"
1935 (8th),8,SHORT SUBJECT (Novelty),,Camera Thrills ,Universal [tied for 2nd]
1935 (8th),8,SHORT SUBJECT (Novelty),1,Wings over Mt. Everest ,Gaumont British and Skibo Productions
1935 (8th),8,SOUND RECORDING,,Bride of Frankenstein ,"Universal Studio Sound Department, Gilbert Kurland, Sound Director"
1935 (8th),8,SOUND RECORDING,,Captain Blood ,"Warner Bros.-First National Studio Sound Department, Nathan Levinson, Sound Director [came in 2nd]"
1935 (8th),8,SOUND RECORDING,,The Dark Angel ,"United Artists Studio Sound Department, Thomas T. Moulton, Sound Director"
1935 (8th),8,SOUND RECORDING,,I Dream Too Much ,"RKO Radio Studio Sound Department, Carl Dreher, Sound Director"
1935 (8th),8,SOUND RECORDING,,The Lives of a Bengal Lancer ,"Paramount Studio Sound Department, Franklin B. Hansen, Sound Director [came in 3rd]"
1935 (8th),8,SOUND RECORDING,,Love Me Forever ,"Columbia Studio Sound Department, John Livadary, Sound Director"
1935 (8th),8,SOUND RECORDING,1,Naughty Marietta ,"Metro-Goldwyn-Mayer Studio Sound Department, Douglas Shearer, Sound Director"
1935 (8th),8,SOUND RECORDING,,"$1,000 a Minute ",Republic Studio Sound Department
1935 (8th),8,SOUND RECORDING,,Thanks a Million ,"20th Century-Fox Studio Sound Department, E. H. Hansen, Sound Director"
1935 (8th),8,WRITING (Original Story),,Broadway Melody of 1936 ,Moss Hart [came in 3rd]
1935 (8th),8,WRITING (Original Story),,G-Men ,Gregory Rogers [came in 2nd]
1935 (8th),8,WRITING (Original Story),,The Gay Deception ,"Don Hartman, Stephen Avery"
1935 (8th),8,WRITING (Original Story),1,The Scoundrel ,"Ben Hecht, Charles MacArthur"
1935 (8th),8,WRITING (Screenplay),,Captain Blood ,Casey Robinson [came in 3rd]
1935 (8th),8,WRITING (Screenplay),1,The Informer ,Dudley Nichols
1935 (8th),8,WRITING (Screenplay),,The Lives of a Bengal Lancer ,"Screenplay by Waldemar Young, John L. Balderston, Achmed Abdullah;  Adaptation by Grover Jones, William Slavens McNutt"
1935 (8th),8,WRITING (Screenplay),,Mutiny on the Bounty ,"Talbot Jennings, Jules Furthman, Carey Wilson [came in 2nd]"
1935 (8th),8,SPECIAL AWARD,1,"To David Wark Griffith, for his distinguished creative achievements as director and producer and his invaluable initiative and lasting contributions to the progress of the motion picture arts.",
1935 (8th),8,SCIENTIFIC OR TECHNICAL AWARD (Class II),1,To AGFA ANSCO CORPORATION for their development of the Agfa infra-red film. [Film],
1935 (8th),8,SCIENTIFIC OR TECHNICAL AWARD (Class II),1,To EASTMAN KODAK COMPANY for their development of the Eastman Pola-Screen. [Lenses and Filters],
1935 (8th),8,SCIENTIFIC OR TECHNICAL AWARD (Class III),1,"To METRO-GOLDWYN-MAYER STUDIO for the development of anti-directional negative and positive development by means of jet turbulation, and the application of the method to all negative and print processing of the entire product of a major producing company. [Laboratory]",
1935 (8th),8,SCIENTIFIC OR TECHNICAL AWARD (Class III),1,"To WILLIAM A. MUELLER of Warner Bros.-First National Studio Sound Department for his method of dubbing, in which the level of the dialogue automatically controls the level of the accompanying music and sound effects. [Sound]",
1935 (8th),8,SCIENTIFIC OR TECHNICAL AWARD (Class III),1,"To MOLE-RICHARDSON COMPANY for their development of the ""Solar-spot"" spot lamps. [Lighting]",
1935 (8th),8,SCIENTIFIC OR TECHNICAL AWARD (Class III),1,To DOUGLAS SHEARER and METRO-GOLDWYN-MAYER STUDIO SOUND DEPARTMENT for their automatic control system for cameras and sound recording machines and auxiliary stage equipment. [Stage Operations],
1935 (8th),8,SCIENTIFIC OR TECHNICAL AWARD (Class III),1,"To ELECTRICAL RESEARCH PRODUCTS, INC. for their study and development of equipment to analyze and measure flutter resulting from the travel of the film through the mechanisms used in the recording and reproduction of sound. [Sound]",
1935 (8th),8,SCIENTIFIC OR TECHNICAL AWARD (Class III),1,"To PARAMOUNT PRODUCTIONS, INC. for the design and construction of the Paramount transparency air turbine developing machine. [Laboratory]",
1935 (8th),8,SCIENTIFIC OR TECHNICAL AWARD (Class III),1,"To NATHAN LEVINSON, Director of Sound Recording for Warner Bros.-First National Studio, for the method of intercutting variable density and variable area sound tracks to secure an increase in the effective volume range of sound recorded for motion pictures. [Sound]",
1936 (9th),9,ACTOR,,Gary Cooper,Mr. Deeds Goes to Town
1936 (9th),9,ACTOR,,Walter Huston,Dodsworth
1936 (9th),9,ACTOR,1,Paul Muni,The Story of Louis Pasteur
1936 (9th),9,ACTOR,,William Powell,My Man Godfrey
1936 (9th),9,ACTOR,,Spencer Tracy,San Francisco
1936 (9th),9,ACTOR IN A SUPPORTING ROLE,,Mischa Auer,My Man Godfrey
1936 (9th),9,ACTOR IN A SUPPORTING ROLE,1,Walter Brennan,Come and Get It
1936 (9th),9,ACTOR IN A SUPPORTING ROLE,,Stuart Erwin,Pigskin Parade
1936 (9th),9,ACTOR IN A SUPPORTING ROLE,,Basil Rathbone,Romeo and Juliet
1936 (9th),9,ACTOR IN A SUPPORTING ROLE,,Akim Tamiroff,The General Died at Dawn
1936 (9th),9,ACTRESS,,Irene Dunne,Theodora Goes Wild
1936 (9th),9,ACTRESS,,Gladys George,Valiant Is the Word for Carrie
1936 (9th),9,ACTRESS,,Carole Lombard,My Man Godfrey
1936 (9th),9,ACTRESS,1,Luise Rainer,The Great Ziegfeld
1936 (9th),9,ACTRESS,,Norma Shearer,Romeo and Juliet
1936 (9th),9,ACTRESS IN A SUPPORTING ROLE,,Beulah Bondi,The Gorgeous Hussy
1936 (9th),9,ACTRESS IN A SUPPORTING ROLE,,Alice Brady,My Man Godfrey
1936 (9th),9,ACTRESS IN A SUPPORTING ROLE,,Bonita Granville,These Three
1936 (9th),9,ACTRESS IN A SUPPORTING ROLE,,Maria Ouspenskaya,Dodsworth
1936 (9th),9,ACTRESS IN A SUPPORTING ROLE,1,Gale Sondergaard,Anthony Adverse
1936 (9th),9,ART DIRECTION,,Anthony Adverse ,Anton Grot
1936 (9th),9,ART DIRECTION,1,Dodsworth ,Richard Day
1936 (9th),9,ART DIRECTION,,The Great Ziegfeld ,"Cedric Gibbons, Eddie Imazu, Edwin B. Willis"
1936 (9th),9,ART DIRECTION,,Lloyds of London ,William S. Darling
1936 (9th),9,ART DIRECTION,,The Magnificent Brute ,"Albert S. D'Agostino, Jack Otterson"
1936 (9th),9,ART DIRECTION,,Romeo and Juliet ,"Cedric Gibbons, Fredric Hope, Edwin B. Willis"
1936 (9th),9,ART DIRECTION,,Winterset ,Perry Ferguson
1936 (9th),9,ASSISTANT DIRECTOR,,Anthony Adverse ,William Cannon
1936 (9th),9,ASSISTANT DIRECTOR,1,The Charge of the Light Brigade ,Jack Sullivan
1936 (9th),9,ASSISTANT DIRECTOR,,The Garden of Allah ,Eric G. Stacey
1936 (9th),9,ASSISTANT DIRECTOR,,The Last of the Mohicans ,Clem Beauchamp
1936 (9th),9,ASSISTANT DIRECTOR,,San Francisco ,Joseph Newman
1936 (9th),9,CINEMATOGRAPHY,1,Anthony Adverse ,Gaetano Gaudio
1936 (9th),9,CINEMATOGRAPHY,,The General Died at Dawn ,Victor Milner
1936 (9th),9,CINEMATOGRAPHY,,The Gorgeous Hussy ,George Folsey
1936 (9th),9,DANCE DIRECTION,,Busby Berkeley,Love and War number from Gold Diggers of 1937
1936 (9th),9,DANCE DIRECTION,,Bobby Connolly,1000 Love Songs number from Cain and Mabel
1936 (9th),9,DANCE DIRECTION,1,Seymour Felix,A Pretty Girl Is Like a Melody number from The Great Ziegfeld
1936 (9th),9,DANCE DIRECTION,,Dave Gould,Swingin' the Jinx number from Born to Dance
1936 (9th),9,DANCE DIRECTION,,Jack Haskell,Skating Ensemble number from One in a Million
1936 (9th),9,DANCE DIRECTION,,Russell Lewis,The Finale number from Dancing Pirate
1936 (9th),9,DANCE DIRECTION,,Hermes Pan,Bojangles of Harlem number from Swing Time
1936 (9th),9,DIRECTING,,Dodsworth ,William Wyler
1936 (9th),9,DIRECTING,,The Great Ziegfeld ,Robert Z. Leonard
1936 (9th),9,DIRECTING,1,Mr. Deeds Goes to Town ,Frank Capra
1936 (9th),9,DIRECTING,,My Man Godfrey ,Gregory La Cava
1936 (9th),9,DIRECTING,,San Francisco ,W. S. Van Dyke
1936 (9th),9,FILM EDITING,1,Anthony Adverse ,Ralph Dawson
1936 (9th),9,FILM EDITING,,Come and Get It ,Edward Curtiss
1936 (9th),9,FILM EDITING,,The Great Ziegfeld ,William S. Gray
1936 (9th),9,FILM EDITING,,Lloyds of London ,Barbara McLean
1936 (9th),9,FILM EDITING,,A Tale of Two Cities ,Conrad A. Nervig
1936 (9th),9,FILM EDITING,,Theodora Goes Wild ,Otto Meyer
1936 (9th),9,MUSIC (Scoring),1,Anthony Adverse ,"Warner Bros. Studio Music Department, Leo Forbstein, head of department  (Score by Erich Wolfgang Korngold)"
1936 (9th),9,MUSIC (Scoring),,The Charge of the Light Brigade ,"Warner Bros. Studio Music Department, Leo Forbstein, head of department  (Score by Max Steiner)"
1936 (9th),9,MUSIC (Scoring),,The Garden of Allah ,"Selznick International Pictures Music Department, Max Steiner, head of department  (Score by Max Steiner)"
1936 (9th),9,MUSIC (Scoring),,The General Died at Dawn ,"Paramount Studio Music Department, Boris Morros, head of department  (Score by Werner Janssen)"
1936 (9th),9,MUSIC (Scoring),,Winterset ,"RKO Radio Studio Music Department, Nathaniel Shilkret, head of department  (Score by Nathaniel Shilkret)"
1936 (9th),9,MUSIC (Song),,"""Did I Remember"" from Suzy",Music by Walter Donaldson; Lyrics by Harold Adamson
1936 (9th),9,MUSIC (Song),,"""I've Got You Under My Skin"" from Born to Dance",Music and Lyrics by Cole Porter
1936 (9th),9,MUSIC (Song),,"""A Melody From The Sky"" from Trail of the Lonesome Pine",Music by Louis Alter; Lyrics by Sidney Mitchell
1936 (9th),9,MUSIC (Song),,"""Pennies From Heaven"" from Pennies from Heaven",Music by Arthur Johnston; Lyrics by Johnny Burke
1936 (9th),9,MUSIC (Song),1,"""The Way You Look Tonight"" from Swing Time",Music by Jerome Kern; Lyrics by Dorothy Fields
1936 (9th),9,MUSIC (Song),,"""When Did You Leave Heaven"" from Sing, Baby, Sing",Music by Richard A. Whiting; Lyrics by Walter Bullock
1936 (9th),9,OUTSTANDING PRODUCTION,,Anthony Adverse ,Warner Bros.
1936 (9th),9,OUTSTANDING PRODUCTION,,Dodsworth ,Samuel Goldwyn Productions
1936 (9th),9,OUTSTANDING PRODUCTION,1,The Great Ziegfeld ,Metro-Goldwyn-Mayer
1936 (9th),9,OUTSTANDING PRODUCTION,,Libeled Lady ,Metro-Goldwyn-Mayer
1936 (9th),9,OUTSTANDING PRODUCTION,,Mr. Deeds Goes to Town ,Columbia
1936 (9th),9,OUTSTANDING PRODUCTION,,Romeo and Juliet ,Metro-Goldwyn-Mayer
1936 (9th),9,OUTSTANDING PRODUCTION,,San Francisco ,Metro-Goldwyn-Mayer
1936 (9th),9,OUTSTANDING PRODUCTION,,The Story of Louis Pasteur ,Cosmopolitan
1936 (9th),9,OUTSTANDING PRODUCTION,,A Tale of Two Cities ,Metro-Goldwyn-Mayer
1936 (9th),9,OUTSTANDING PRODUCTION,,Three Smart Girls ,Universal
1936 (9th),9,SHORT SUBJECT (Cartoon),1,The Country Cousin ,"Walt Disney, Producer"
1936 (9th),9,SHORT SUBJECT (Cartoon),,Old Mill Pond ,Harman-Ising
1936 (9th),9,SHORT SUBJECT (Cartoon),,Sinbad the Sailor ,Paramount
1936 (9th),9,SHORT SUBJECT (Color),1,Give Me Liberty ,Warner Bros.
1936 (9th),9,SHORT SUBJECT (Color),,La Fiesta de Santa Barbara ,"Lewis Lewyn, Producer"
1936 (9th),9,SHORT SUBJECT (Color),,Popular Science J-6-2 ,Paramount
1936 (9th),9,SHORT SUBJECT (One-reel),1,Bored of Education ,"Hal Roach, Producer"
1936 (9th),9,SHORT SUBJECT (One-reel),,Moscow Moods ,Paramount
1936 (9th),9,SHORT SUBJECT (One-reel),,"Wanted, a Master ","Pete Smith, Producer"
1936 (9th),9,SHORT SUBJECT (Two-reel),,Double or Nothing ,Warner Bros.
1936 (9th),9,SHORT SUBJECT (Two-reel),,Dummy Ache ,RKO Radio
1936 (9th),9,SHORT SUBJECT (Two-reel),1,The Public Pays ,Metro-Goldwyn-Mayer
1936 (9th),9,SOUND RECORDING,,Banjo on My Knee ,"20th Century-Fox Studio Sound Department, E. H. Hansen, Sound Director"
1936 (9th),9,SOUND RECORDING,,The Charge of the Light Brigade ,"Warner Bros. Studio Sound Department, Nathan Levinson, Sound Director"
1936 (9th),9,SOUND RECORDING,,Dodsworth ,"United Artists Studio Sound Department, Thomas T. Moulton, Sound Director"
1936 (9th),9,SOUND RECORDING,,General Spanky ,"Hal Roach Studio Sound Department, Elmer A. Raguse, Sound Director"
1936 (9th),9,SOUND RECORDING,,Mr. Deeds Goes to Town ,"Columbia Studio Sound Department, John Livadary, Sound Director"
1936 (9th),9,SOUND RECORDING,1,San Francisco ,"Metro-Goldwyn-Mayer Studio Sound Department, Douglas Shearer, Sound Director"
1936 (9th),9,SOUND RECORDING,,The Texas Rangers ,"Paramount Studio Sound Department, Franklin B. Hansen, Sound Director"
1936 (9th),9,SOUND RECORDING,,That Girl from Paris ,"RKO Radio Studio Sound Department, J. O. Aalberg, Sound Director"
1936 (9th),9,SOUND RECORDING,,Three Smart Girls ,"Universal Studio Sound Department, Homer G. Tasker, Sound Director"
1936 (9th),9,WRITING (Original Story),,Fury ,Norman Krasna
1936 (9th),9,WRITING (Original Story),,The Great Ziegfeld ,William Anthony McGuire
1936 (9th),9,WRITING (Original Story),,San Francisco ,Robert Hopkins
1936 (9th),9,WRITING (Original Story),1,The Story of Louis Pasteur ,"Pierre Collings, Sheridan Gibney"
1936 (9th),9,WRITING (Original Story),,Three Smart Girls ,Adele Comandini
1936 (9th),9,WRITING (Screenplay),,After the Thin Man ,"Frances Goodrich, Albert Hackett"
